Name,Return Type,Class Name,Method Name,Super Class,Number of Args,Original Class
onStartHandoff,,"<Application,Lcom/tencent/mm/plugin/appbrand/menu/w>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/menu/w>"
openChannelsRewardedVideoAd,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/z>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/z>"
writeFileSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/b2>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/b2>"
onDeviceMotionChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/n>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/n>"
removeNativeView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/h>"
openStickerIPView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/emoji/g>"
onLocationChangeError,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/d>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/d>"
shareImageMessage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/k0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/k0>"
onLivePlayerFullScreenChange,,"<Application,Lgt0/w>",,,0,"<Application,Lgt0/w>"
functionalPageStartGame,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/e5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/e5>"
canvasToTempFilePath,"<Primordial,V>","<Application,Lhc/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhc/g>"
phoneBindCardVerifySms,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ea>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/ea>"
notifyDcpPaymentCallback,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w>"
downloadPageDataForFastLoad,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/x4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/x4>"
setKeepScreenOn,"<Primordial,V>","<Application,Lmu0/l0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmu0/l0>"
onTextViewDrag,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/coverview/d0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/coverview/d0>"
requestFindPayPwdWay,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/s0>"
onXWebVideoPause,,"<Application,Liw0/b>",,,0,"<Application,Liw0/b>"
openChannelsCreateContact,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/q>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/q>"
clearAdPushMsg,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/c>"
shareAppMessage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/x>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/h>"
reportKeyValue,"<Primordial,V>","<Application,Lhu0/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhu0/p>"
onPlayableStatusChange,,"<Application,Lgh/e>",,,0,"<Application,Lgh/e>"
getInstallState,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/e0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/e0>"
getLocalLiveInfo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/r>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/r>"
playVoice,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/j2>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/j2>"
getTingAudioState,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/z>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/z>"
NFCGetAtqa,"<Primordial,V>","<Application,Lst0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/n>"
scanCode,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/scanner/g>"
setMapCenterOffset,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/u1>"
enterWCCoinHomePage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/wccoin/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/wccoin/u>"
setAudioState,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/r1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/r1>"
onReceiveMsgChannel,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/msgchannel/h>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/msgchannel/h>"
openDeliveryList,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s8>"
updateXWebVoIPView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lov0/b>"
getBLEDeviceCharacteristics,"<Primordial,V>","<Application,Lds0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/f>"
getBluetoothAdapterState,"<Primordial,V>","<Application,Lds0/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/k>"
onXWebLivePusherError,,"<Application,Lew0/m>",,,0,"<Application,Lew0/m>"
setMapBoundary,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/t1>"
operateMediaTrack,"<Primordial,V>","<Application,Lju0/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lju0/t>"
onAppRouteResized,,"<Application,Lzc/q>",,,0,"<Application,Lzc/q>"
showShareActionSheet,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/weishi/j>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/weishi/j>"
onAppEnterForeground,,"<Application,Lcom/tencent/mm/plugin/appbrand/service/x>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/service/x>"
queryTrafficCardInfo,"<Primordial,V>","<Application,Lnu0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lnu0/h>"
readFileSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/m1>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/m1>"
sendRedPacket,"<Primordial,V>","<Application,Lht0/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lht0/d>"
rmdir,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/r1>"
sendSms,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/rb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/rb>"
openWCCardHomePage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q8>"
enableLocationUpdate,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/u>"
operateBackgroundAudio,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/g0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/j0>"
compressVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/n4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/n4>"
onXWebCastingUserSelect,,"<Application,Lce/g2>",,,0,"<Application,Lce/g2>"
config_navigationBarRightButton,,"<Application,Lcom/tencent/luggage/sdk/jsapi/component/o>",,,0,"<Application,Lcom/tencent/luggage/sdk/jsapi/component/o>"
getMapRotate,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/y>"
faceDetect,"<Primordial,V>","<Application,Lzs0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzs0/h>"
sendRedCoverAppMsg,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/qb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/qb>"
shareFinderShop,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/q0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/q0>"
insertXWebWebGLCanvas,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lss0/b>"
onWifiConnected,,"<Application,Ltv0/c>",,,0,"<Application,Ltv0/c>"
deleteTrafficCard,"<Primordial,V>","<Application,Lnu0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lnu0/f>"
onXWebVideoWaiting,,"<Application,Liw0/f>",,,0,"<Application,Liw0/f>"
shareAppMessageToSpecificContactForFakeNativeDirectly,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/x>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/c0>"
loadLibFiles,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/t0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/t0>"
onBeaconServiceChanged,,"<Application,Ldt0/j>",,,0,"<Application,Ldt0/j>"
setNavigateBackInterceptionForFakeNative,"<Primordial,V>","<Application,Lzt0/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/p0>"
onLivePlayerAudioVolume,,"<Application,Lgt0/v>",,,0,"<Application,Lgt0/v>"
getWxCommFont,"<Primordial,V>","<Application,Lhc/a>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhc/a>"
getBLEDeviceRSSI,"<Primordial,V>","<Application,Lds0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/h>"
onVideoWaiting,,"<Application,Lav0/n>",,,0,"<Application,Lav0/n>"
loadLibFiles,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/v0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/v0>"
setAudioState,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/r1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/s1>"
setTabBarBadge,"<Primordial,V>","<Application,Lzt0/f1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/f1>"
operateWXData,,"<Application,Loi3/c>",,,0,"<Application,Loi3/c>"
getAppConfig,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/n5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/n5>"
uploadEncryptedFileToCDN,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/y5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/y5>"
requestPayment,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/e1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/e1>"
onWifiConnectedWithPartialInfo,,"<Application,Ltv0/d>",,,0,"<Application,Ltv0/d>"
operateCallTone,"<Primordial,V>","<Application,Lyt0/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyt0/i0>"
enableGyroscope,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/y>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/y>"
getGameLivePermission,"<Primordial,V>","<Application,Lat0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lat0/h>"
createAudioInstanceAsync,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/p>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/p>"
operateXWebLivePlayerBackground,"<Primordial,V>","<Application,Ldw0/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ldw0/g>"
writeBLECharacteristicValue,"<Primordial,V>","<Application,Lds0/m0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/m0>"
openChannelsUserProfile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/m>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/d0>"
makePhoneCall,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/o7>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/o7>"
setCurrentPaySpeech,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/offlinevoice/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/offlinevoice/b>"
openChannelsLiveCollection,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/t>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/t>"
onMapPoiClick,,"<Application,Lit0/d1>",,,0,"<Application,Lit0/d1>"
captureScreen,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/g4>"
startSoterAuthentication,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/j>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/j>"
onAppRunningStatusChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/page/e2>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/page/e2>"
updateKeyboard,"<Primordial,V>","<Application,Lcom/tencent/luggage/game/jsapi/keyboard/s>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/luggage/game/jsapi/keyboard/s>"
isSupportSR,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/k>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webrtc/k>"
addMapCircles,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/d>"
shareVideoMessage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/o0>"
responseClientRequest,"<Primordial,V>","<Application,Lyc/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyc/c>"
NFCGetMaxTransceiveLength,"<Primordial,V>","<Application,Lst0/r>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/r>"
fs_appendFile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/w>"
getFuzzyLocation,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/x>"
hideNavigationBar,"<Primordial,V>","<Application,Lzt0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/h>"
onMapLabelClick,,"<Application,Lit0/b1>",,,0,"<Application,Lit0/b1>"
setBackgroundFetchToken,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/backgroundfetch/g>"
insertXWebLivePlayer,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ldw0/e>"
reportIDKey,"<Primordial,V>","<Application,Lhu0/o>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lhu0/o>"
onBackgroundAudioNext,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/c0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/c0>"
requestBizSplitBillPayment,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/h0>"
getPublicLibVersion,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v5>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v5>"
onBLEConnectionStateChanged,,"<Application,Lds0/z>",,,0,"<Application,Lds0/z>"
onMemoryWarningReceive,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/r0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/r0>"
captureHTMLWebviewFullScreenshot,"<Primordial,V>","<Application,Lku0/q>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lku0/q>"
installDownloadTask,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/k0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/k0>"
openChannelsUserProfile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/m>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/mbjsapi/h>"
highlightTitleForSinglePage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/bb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/bb>"
onAppEnterBackground,,"<Application,Lcom/tencent/mm/plugin/appbrand/page/c2>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/page/c2>"
requestVerifyUserIdentity,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/n1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/n1>"
moveMapMarkerAlong,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/k1>"
modifyFinderAccountAvatar,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/u>"
enableCompass,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/l>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/l>"
onXWebLivePusherCameraFrame,,"<Application,Lo21/b>",,,0,"<Application,Lo21/b>"
noticePerformanceMetrics,"<Primordial,V>","<Application,Lau0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lau0/c>"
onMapIndoorChange,,"<Application,Lit0/z0>",,,0,"<Application,Lit0/z0>"
startFacialRecognitionVerifyAndUploadVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/face/l>"
NFCGetHistoricalBytes,"<Primordial,V>","<Application,Lst0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/p>"
setVisualEffectOnCapture,"<Primordial,V>","<Application,Lzt0/o1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/o1>"
onGameLifeMsg,,"<Application,Lbt0/a>",,,0,"<Application,Lbt0/a>"
getPluginPermissionBytes,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/u5>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/u5>"
systemLog,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/zc>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/zc>"
resumeDownloadTask,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/hb>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/hb>"
toScreenLocation,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/y1>"
jumpRedPacketEnvelopeList,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/h6>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/h6>"
setPageOrientation,"<Primordial,V>","<Application,Lzt0/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/a1>"
isNFCTechConnected,"<Primordial,V>","<Application,Lst0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/h>"
onGyroscopeChange,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/v>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/v>"
verifyPaymentPassword,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/w1>"
onWebviewFinishLoad,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webview/n>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/webview/n>"
openLink,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/t8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/t8>"
