Name,Return Type,Class Name,Method Name,Super Class,Number of Args,Original Class
operateSmCryptoSensitive,"<Primordial,V>","<Application,Llu0/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Llu0/h>"
onLivePusherEvent,,"<Application,Lgt0/w0>",,,0,"<Application,Lgt0/w0>"
onXWebLivePusherBGMComplete,,"<Application,Lew0/j>",,,0,"<Application,Lew0/j>"
getAppContact,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q5>"
addImageToFavorites,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/m2>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/m2>"
shareFinderProduct,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/i0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/finder/i0>"
getMapRegion,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/x>"
NFCClose,"<Primordial,V>","<Application,Lst0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/j>"
initReady,,"<Application,Lzt0/n>",,,0,"<Application,Lzt0/n>"
installDownloadTaskForNative,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/o0>"
getNpuLibsPath,"<Primordial,V>","<Application,Lxr0/d>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lxr0/d>"
openWCPayLQTSave,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s9>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/s9>"
privateEnterContact,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/n0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/contact/n0>"
removeXWebCamera,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyv0/g>"
checkIsSoterEnrolledInDevice,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/c>"
setMapIndoorMaskColor,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/w1>"
removeTextArea,"<Primordial,V>","<Application,Let0/k>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Let0/k>"
vibrateShort,"<Primordial,V>","<Application,Lmu0/r0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmu0/r0>"
exitMiniProgram,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/i>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/i>"
onMapMarkerClick,,"<Application,Lit0/c1>",,,0,"<Application,Lit0/c1>"
name,,"<Application,Lcom/eclipsesource/mmv8/debug/mirror/FunctionMirror>",,,0,"<Application,Lcom/eclipsesource/mmv8/debug/mirror/FunctionMirror>"
clearStorage,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/storage/h>"
updateXWebLivePusher,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lfw0/g>"
openUserProfile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/e>"
sheetModeWindowStateChangedEvent,,"<Application,Ln11/d>",,,0,"<Application,Ln11/d>"
onVideoError,,"<Application,Lav0/e>",,,0,"<Application,Lav0/e>"
operateSocketTask,"<Primordial,V>","<Application,Lmt0/s>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmt0/s>"
getVolume,"<Primordial,V>","<Application,Lmu0/e0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lmu0/e0>"
onEnterVideoPictureInPicture,,"<Application,Lkw0/a>",,,0,"<Application,Lkw0/a>"
removeMapGroundOverlay,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/m1>"
unlink,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/x1>"
setSecuritySnapshotStrategy,"<Primordial,V>","<Application,Lku0/v>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lku0/v>"
rechargeTrafficCard,"<Primordial,V>","<Application,Lnu0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lnu0/i>"
openBluetoothAdapter,"<Primordial,V>","<Application,Lds0/t>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lds0/t>"
eraseMapLines,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/r>"
sendBizRedPacket,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/u1>"
saveSplashScreenshot,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/fakenative/u>"
onGetWifiList,,"<Application,Ltv0/i>",,,0,"<Application,Ltv0/i>"
getMenuButtonBoundingClientRect,,"<Application,Lou0/a>",,,0,"<Application,Lou0/a>"
runInferenceSession,"<Primordial,V>","<Application,Lxr0/i>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lxr0/i>"
enableAccelerometer,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/sensor/g>"
queryDownloadTask,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/j1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/j1>"
verifyPlugin,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/kd>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/kd>"
getConnectedWifi,"<Primordial,V>","<Application,Ltv0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ltv0/f>"
operateWXData,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/f4>"
updateNativeView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/i>"
insertXWebVoIPView,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lov0/c>"
onTextViewClick,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/coverview/c0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/coverview/c0>"
AudioDecoderThread,,"<Application,Lcom/tencent/tav/decoder/AudioDecoderTrack$DecoderThread>",,,0,"<Application,Lcom/tencent/tav/decoder/AudioDecoderTrack$DecoderThread>"
makeVoIPCall,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q7>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/q7>"
extTransfer,"<Primordial,V>","<Application,Lqv0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lqv0/a>"
previewMedia,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/h5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/h5>"
operateWxappCGI,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/l>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/l>"
authorize,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/o0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/p1>"
onKeyboardDropdownOperate,,"<Application,Lcom/tencent/mm/plugin/appbrand/widget/input/autofill/q>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/widget/input/autofill/q>"
onXWebLivePusherEvent,,"<Application,Lew0/n>",,,0,"<Application,Lew0/n>"
stopBLEPeripheralAdvertising,"<Primordial,V>","<Application,Les0/s>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Les0/s>"
getBackgroundAudioState,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/v>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/v>"
checkIsSoterEnrolledInDevice,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bio/soter/g>"
captureScreen,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f4>"
getImageInfo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/c5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/c5>"
startPullDownRefresh,"<Primordial,V>","<Application,Lzt0/u>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/v1>"
openADCanvas,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/advertise/f>"
createVestUser,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/z1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/auth/z1>"
onMapInterpolatePoint,,"<Application,Lit0/a1>",,,0,"<Application,Lit0/a1>"
getMenuButtonBoundingClientRect,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/r5>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/r5>"
getInstallStateForNative,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/g0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/g0>"
removeXWebLivePusher,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lfw0/f>"
saveFileSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/v1>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/v1>"
showActionSheet,"<Primordial,V>","<Application,Lcu0/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcu0/h>"
private_fileSystemConvert,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/g1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/g1>"
openWeAppHistoryList,"<Primordial,V>","<Application,Lpu0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lpu0/b>"
setScreenBrightness,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/system/JsApiSetScreenBrightness2>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/system/JsApiSetScreenBrightness2>"
navigateTo,"<Primordial,V>","<Application,Lzt0/r>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/r>"
onSalesDrivingMessage,,"<Application,Liu0/b>",,,0,"<Application,Liu0/b>"
stopNFCDiscovery,"<Primordial,V>","<Application,Lst0/c0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lst0/c0>"
openAddressWithLightMode,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/g8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/j8>"
jumpDownloaderWidgetForNative,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/t0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/appdownload/t0>"
updatePerfData,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bd>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/bd>"
setFileSpaceStatistics,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/w1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/w1>"
onClientRequest,,"<Application,Lyc/b>",,,0,"<Application,Lyc/b>"
getMapCenterLocation,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/v>"
requestContactDisplayInfo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/j0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/pay/j0>"
pageNotFoundCallback,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/aa>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/aa>"
onLivePusherAudioVolume,,"<Application,Lgt0/q0>",,,0,"<Application,Lgt0/q0>"
onWindowResize,,"<Application,Lcom/tencent/mm/plugin/appbrand/page/g2>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/page/g2>"
onNFCDiscovered,,"<Application,Lst0/f>",,,0,"<Application,Lst0/f>"
setScreenMode,"<Primordial,V>","<Application,Ln11/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ln11/b>"
operateSmCrypto,"<Primordial,V>","<Application,Llu0/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Llu0/e>"
navigateToMiniProgram,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v7>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/v7>"
navigateBackMiniProgram,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/n>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/n>"
exitVoIPChat,"<Primordial,V>","<Application,Lyt0/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyt0/c>"
loadPaySpeechDialectConfig,"<Primordial,V>","<Application,Lwt0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lwt0/c>"
checkTrafficCardConditions,"<Primordial,V>","<Application,Lnu0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lnu0/e>"
splashAdAllViewLayoutStateChange,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/v>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/v>"
chooseVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/f4>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/media/f4>"
launchMiniProgram,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/l>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/l>"
disableLocationUpdate,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/i>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/lbs/j>"
operateRecorder,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/b1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/b1>"
onMessageFromNavigateMiniProgram,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/c>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/miniprogram_navigator/c>"
addWeRunData,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/id>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/k3>"
openAddressEditor,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/i8>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/i8>"
connectWifi,"<Primordial,V>","<Application,Ltv0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ltv0/e>"
initReady,,"<Application,Lzt0/y>",,,0,"<Application,Lzt0/y>"
splashAdFirstStepViewLayoutStateChange,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/w>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/w>"
onVoIPChatStateChanged,,"<Application,Lyt0/p0>",,,0,"<Application,Lyt0/p0>"
openCustomerServiceChatForFakeNative,"<Primordial,V>","<Application,Lws0/f>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lws0/g>"
join1v1VoIPChat,"<Primordial,V>","<Application,Lyt0/h0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyt0/d0>"
onXWebLivePlayerPlay,,"<Application,Lcw0/f>",,,0,"<Application,Lcw0/f>"
onAudioInterruptionBegin,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/a3>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/audio/a3>"
shouldShowSplashAd,,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/n>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/n>"
addMapCustomLayer,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/h>"
onShareAppMessage,,"<Application,Lcom/tencent/mm/plugin/appbrand/menu/p0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/menu/p0>"
setStatusBarStyle,"<Primordial,V>","<Application,Lzt0/c1>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzt0/c1>"
createUploadTaskAsync,"<Primordial,V>","<Application,Lmt0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lpt0/e>"
fs_rename,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/p1>"
ecdsaSign,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/j>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/channels/j>"
isdirSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/j0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/j0>"
onTouchCancel,,"<Application,Llv0/m>",,,0,"<Application,Llv0/m>"
gamelifeManager,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/k5>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/k5>"
createCellularNetworkRequestTaskAsync,"<Primordial,V>","<Application,Lmt0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lot0/d>"
hideKeyboard,"<Primordial,V>","<Application,Let0/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Let0/e>"
readCompressedFile,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/h1>"
getPhoneNumber,"<Primordial,V>","<Application,Lyr0/f0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lyr0/g0>"
onCameraInitDone,,"<Application,Los0/b0>",,,0,"<Application,Los0/b0>"
onMapCalloutClick,,"<Application,Lit0/x0>",,,0,"<Application,Lit0/x0>"
onPluginUpdateStatusChange,,"<Application,Lqu0/g>",,,0,"<Application,Lqu0/g>"
operateXWebLivePlayer,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Ldw0/f>"
getSystemInfo,,"<Application,Lmu0/d0>",,,0,"<Application,Lmu0/d0>"
onVideoFullScreenChange,,"<Application,Lav0/f>",,,0,"<Application,Lav0/f>"
faceProcessStop,"<Primordial,V>","<Application,Lzs0/l>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lzs0/l>"
showShareMenuWithShareTicket,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/q0>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/share/q0>"
onBLEPeripheralConnectionStateChanged,,"<Application,Les0/u>",,,0,"<Application,Les0/u>"
updateMapMarkers,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/e2>"
operateXWebVideoBackground,"<Primordial,V>","<Application,Lkw0/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lkw0/g>"
writeBLEPeripheralCharacteristicValue,"<Primordial,V>","<Application,Les0/t>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Les0/t>"
onNativeViewEvent,,"<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/a>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/skyline/nativeview/a>"
insertXWebVideo,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/extendplugin/g>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lkw0/e>"
onVideoProgress,,"<Application,Lav0/j>",,,0,"<Application,Lav0/j>"
onAppSnapshotDump,,"<Application,Lku0/e>",,,0,"<Application,Lku0/e>"
loadWAFileSync,,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/y0>",,,0,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/file/y0>"
addMapArc,"<Primordial,V>","<Application,Lit0/b>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lit0/c>"
shareSpecificWxapp,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/v>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/profile/v>"
updateCapsuleIcon,"<Primordial,V>","<Application,Lft0/c>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lft0/c>"
enableSplashAdHotStart,"<Primordial,V>","<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/e>",u,"<Application,Lcom/tencent/mm/plugin/appbrand/jsapi/f>",4,"<Application,Lcom/tencent/mm/plugin/appbrand/ad/jsapi/e>"
